collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T01:00:00Z,2026-05-16T03:00:00+0200,26.875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T02:00:00Z,2026-05-16T04:00:00+0200,4.95,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T02:00:00Z,2026-05-16T04:00:00+0200,3.055,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T03:00:00Z,2026-05-16T05:00:00+0200,59.4025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T04:00:00Z,2026-05-16T06:00:00+0200,131.5275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T05:00:00Z,2026-05-16T07:00:00+0200,442.45,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T06:00:00Z,2026-05-16T08:00:00+0200,438.985,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T07:00:00Z,2026-05-16T09:00:00+0200,705.995,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T08:00:00Z,2026-05-16T10:00:00+0200,792.6325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T09:00:00Z,2026-05-16T11:00:00+0200,570.265,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T10:00:00Z,2026-05-16T12:00:00+0200,593.02,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T11:00:00Z,2026-05-16T13:00:00+0200,519.535,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T12:00:00Z,2026-05-16T14:00:00+0200,450.8125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T13:00:00Z,2026-05-16T15:00:00+0200,295.15,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T14:00:00Z,2026-05-16T16:00:00+0200,319.0525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T15:00:00Z,2026-05-16T17:00:00+0200,513.8025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T16:00:00Z,2026-05-16T18:00:00+0200,1005.8675,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T17:00:00Z,2026-05-16T19:00:00+0200,1507.195,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T18:00:00Z,2026-05-16T20:00:00+0200,1194.2425,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T19:00:00Z,2026-05-16T21:00:00+0200,1336.1625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T20:00:00Z,2026-05-16T22:00:00+0200,1615.3325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T21:00:00Z,2026-05-16T23:00:00+0200,1241.745,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T22:00:00Z,2026-05-17T00:00:00+0200,1134.52,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-16T23:00:00Z,2026-05-17T01:00:00+0200,1630.72,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T00:00:00Z,2026-05-17T02:00:00+0200,1730.6325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T01:00:00Z,2026-05-17T03:00:00+0200,1667.6325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T02:00:00Z,2026-05-17T04:00:00+0200,1305.095,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T03:00:00Z,2026-05-17T05:00:00+0200,1325.71,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T04:00:00Z,2026-05-17T06:00:00+0200,1172.3075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T05:00:00Z,2026-05-17T07:00:00+0200,1152.87,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T06:00:00Z,2026-05-17T08:00:00+0200,885.1625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T07:00:00Z,2026-05-17T09:00:00+0200,770.285,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T08:00:00Z,2026-05-17T10:00:00+0200,1003.8525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T09:00:00Z,2026-05-17T11:00:00+0200,858.1525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T10:00:00Z,2026-05-17T12:00:00+0200,322.715,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T11:00:00Z,2026-05-17T13:00:00+0200,365.2725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T12:00:00Z,2026-05-17T14:00:00+0200,348.0925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T13:00:00Z,2026-05-17T15:00:00+0200,296.605,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T14:00:00Z,2026-05-17T16:00:00+0200,416.285,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T15:00:00Z,2026-05-17T17:00:00+0200,334.35,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T16:00:00Z,2026-05-17T18:00:00+0200,220.5675,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T17:00:00Z,2026-05-17T19:00:00+0200,221.445,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T18:00:00Z,2026-05-17T20:00:00+0200,301.4125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T19:00:00Z,2026-05-17T21:00:00+0200,550.9375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T20:00:00Z,2026-05-17T22:00:00+0200,581.8,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T21:00:00Z,2026-05-17T23:00:00+0200,492.6175,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T22:00:00Z,2026-05-18T00:00:00+0200,410.55,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-17T23:00:00Z,2026-05-18T01:00:00+0200,418.165,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T00:00:00Z,2026-05-18T02:00:00+0200,536.4525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T01:00:00Z,2026-05-18T03:00:00+0200,686.7525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T02:00:00Z,2026-05-18T04:00:00+0200,479.695,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T03:00:00Z,2026-05-18T05:00:00+0200,431.03,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T04:00:00Z,2026-05-18T06:00:00+0200,324.0225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T05:00:00Z,2026-05-18T07:00:00+0200,197.185,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T06:00:00Z,2026-05-18T08:00:00+0200,146.8125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T07:00:00Z,2026-05-18T09:00:00+0200,273.2925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T08:00:00Z,2026-05-18T10:00:00+0200,371.455,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T09:00:00Z,2026-05-18T11:00:00+0200,242.875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T10:00:00Z,2026-05-18T12:00:00+0200,262.2425,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T11:00:00Z,2026-05-18T13:00:00+0200,404.845,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T12:00:00Z,2026-05-18T14:00:00+0200,429.255,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T13:00:00Z,2026-05-18T15:00:00+0200,586.735,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T14:00:00Z,2026-05-18T16:00:00+0200,747.285,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T15:00:00Z,2026-05-18T17:00:00+0200,956.0875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
2026-06-14T21:02:29Z,2026-06-14T23:02:29+0200,df4d52a4-e47f-42d7-ac61-1f63a50f2ad1,2026-05-18T16:00:00Z,2026-05-18T18:00:00+0200,1161.2425,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-06-14T21:03:01Z
