collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T13:30:00Z,2026-08-28T15:30:00+0200,87.657,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T13:30:00Z,2026-08-28T15:30:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T13:45:00Z,2026-08-28T15:45:00+0200,85.784,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T13:45:00Z,2026-08-28T15:45:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:00:00Z,2026-08-28T16:00:00+0200,84.693,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:00:00Z,2026-08-28T16:00:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:15:00Z,2026-08-28T16:15:00+0200,59.508,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:15:00Z,2026-08-28T16:15:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:30:00Z,2026-08-28T16:30:00+0200,57.675,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:30:00Z,2026-08-28T16:30:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:45:00Z,2026-08-28T16:45:00+0200,63.127,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T14:45:00Z,2026-08-28T16:45:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T15:00:00Z,2026-08-28T17:00:00+0200,63.528,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T15:00:00Z,2026-08-28T17:00:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T15:15:00Z,2026-08-28T17:15:00+0200,72.205,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-09-04T06:42:25Z
2026-09-04T06:41:36Z,2026-09-04T08:41:36+0200,2f7576d4-f9cf-41fd-8ad2-a9dd5ed80819,2026-08-28T15:15:00Z,2026-08-28T17:15:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-09-04T06:42:25Z
