timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2025-01-01T00:00:00Z,2025-01-01T01:00:00+0100,3101.751,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T00:00:00Z,2025-01-01T01:00:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T00:15:00Z,2025-01-01T01:15:00+0100,3145.389,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T00:15:00Z,2025-01-01T01:15:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T00:30:00Z,2025-01-01T01:30:00+0100,3091.14,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T00:30:00Z,2025-01-01T01:30:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T00:45:00Z,2025-01-01T01:45:00+0100,3104.962,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T00:45:00Z,2025-01-01T01:45:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T01:00:00Z,2025-01-01T02:00:00+0100,3348.757,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T01:00:00Z,2025-01-01T02:00:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T01:15:00Z,2025-01-01T02:15:00+0100,3417.366,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T01:15:00Z,2025-01-01T02:15:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T01:30:00Z,2025-01-01T02:30:00+0100,3333.489,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T01:30:00Z,2025-01-01T02:30:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T01:45:00Z,2025-01-01T02:45:00+0100,3407.626,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T01:45:00Z,2025-01-01T02:45:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T02:00:00Z,2025-01-01T03:00:00+0100,3495.556,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T02:00:00Z,2025-01-01T03:00:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T02:15:00Z,2025-01-01T03:15:00+0100,3481.941,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T02:15:00Z,2025-01-01T03:15:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T02:30:00Z,2025-01-01T03:30:00+0100,3433.179,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T02:30:00Z,2025-01-01T03:30:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T02:45:00Z,2025-01-01T03:45:00+0100,3248.411,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T02:45:00Z,2025-01-01T03:45:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T03:00:00Z,2025-01-01T04:00:00+0100,3168.043,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T03:00:00Z,2025-01-01T04:00:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T03:15:00Z,2025-01-01T04:15:00+0100,3235.777,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T03:15:00Z,2025-01-01T04:15:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
2025-01-01T03:30:00Z,2025-01-01T04:30:00+0100,3116.613,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:52:21Z
2025-01-01T03:30:00Z,2025-01-01T04:30:00+0100,0.0,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:52:21Z
