timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2022-01-01T00:00:00Z,2022-01-01T01:00:00+0100,1997.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T05:15:00Z,2022-01-01T06:15:00+0100,1589.12,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T05:15:00Z,2022-01-01T06:15:00+0100,3.48,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T05:30:00Z,2022-01-01T06:30:00+0100,1552.83,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T05:30:00Z,2022-01-01T06:30:00+0100,8.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T05:45:00Z,2022-01-01T06:45:00+0100,1545.84,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T05:45:00Z,2022-01-01T06:45:00+0100,8.34,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T06:00:00Z,2022-01-01T07:00:00+0100,1580.36,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T06:00:00Z,2022-01-01T07:00:00+0100,7.64,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T06:15:00Z,2022-01-01T07:15:00+0100,1576.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T06:15:00Z,2022-01-01T07:15:00+0100,8.64,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T06:30:00Z,2022-01-01T07:30:00+0100,1585.82,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T06:30:00Z,2022-01-01T07:30:00+0100,9.35,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T06:45:00Z,2022-01-01T07:45:00+0100,1563.4,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T06:45:00Z,2022-01-01T07:45:00+0100,9.31,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T07:00:00Z,2022-01-01T08:00:00+0100,1489.14,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T07:00:00Z,2022-01-01T08:00:00+0100,10.42,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T07:15:00Z,2022-01-01T08:15:00+0100,1467.57,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T07:15:00Z,2022-01-01T08:15:00+0100,8.66,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T07:30:00Z,2022-01-01T08:30:00+0100,1453.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T07:30:00Z,2022-01-01T08:30:00+0100,9.32,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T07:45:00Z,2022-01-01T08:45:00+0100,1452.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T07:45:00Z,2022-01-01T08:45:00+0100,10.8,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T08:00:00Z,2022-01-01T09:00:00+0100,1379.53,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T08:00:00Z,2022-01-01T09:00:00+0100,11.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T08:15:00Z,2022-01-01T09:15:00+0100,1388.98,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T08:15:00Z,2022-01-01T09:15:00+0100,12.42,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T08:30:00Z,2022-01-01T09:30:00+0100,1527.18,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T08:30:00Z,2022-01-01T09:30:00+0100,12.27,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T08:45:00Z,2022-01-01T09:45:00+0100,1716.65,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T08:45:00Z,2022-01-01T09:45:00+0100,3.32,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T09:00:00Z,2022-01-01T10:00:00+0100,1805.68,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T09:00:00Z,2022-01-01T10:00:00+0100,18.2,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T09:15:00Z,2022-01-01T10:15:00+0100,1848.28,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T09:15:00Z,2022-01-01T10:15:00+0100,18.59,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T09:30:00Z,2022-01-01T10:30:00+0100,1871.93,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T09:30:00Z,2022-01-01T10:30:00+0100,5.01,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T09:45:00Z,2022-01-01T10:45:00+0100,1907.25,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T09:45:00Z,2022-01-01T10:45:00+0100,18.06,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T10:00:00Z,2022-01-01T11:00:00+0100,1999.49,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T10:00:00Z,2022-01-01T11:00:00+0100,18.06,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T10:15:00Z,2022-01-01T11:15:00+0100,2048.42,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T10:15:00Z,2022-01-01T11:15:00+0100,18.06,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T10:30:00Z,2022-01-01T11:30:00+0100,2058.48,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T10:30:00Z,2022-01-01T11:30:00+0100,4.6,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T10:45:00Z,2022-01-01T11:45:00+0100,2059.41,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T10:45:00Z,2022-01-01T11:45:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T11:00:00Z,2022-01-01T12:00:00+0100,2119.74,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T11:00:00Z,2022-01-01T12:00:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T11:15:00Z,2022-01-01T12:15:00+0100,2155.99,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T11:15:00Z,2022-01-01T12:15:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T11:30:00Z,2022-01-01T12:30:00+0100,2159.96,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T11:30:00Z,2022-01-01T12:30:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T11:45:00Z,2022-01-01T12:45:00+0100,2178.14,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T11:45:00Z,2022-01-01T12:45:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T12:00:00Z,2022-01-01T13:00:00+0100,2173.36,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T12:00:00Z,2022-01-01T13:00:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T12:15:00Z,2022-01-01T13:15:00+0100,2177.28,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T12:15:00Z,2022-01-01T13:15:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T12:30:00Z,2022-01-01T13:30:00+0100,2178.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T12:30:00Z,2022-01-01T13:30:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T12:45:00Z,2022-01-01T13:45:00+0100,2182.8,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T12:45:00Z,2022-01-01T13:45:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T13:00:00Z,2022-01-01T14:00:00+0100,2190.11,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T13:00:00Z,2022-01-01T14:00:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T13:15:00Z,2022-01-01T14:15:00+0100,2188.6,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T13:15:00Z,2022-01-01T14:15:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T13:30:00Z,2022-01-01T14:30:00+0100,2184.76,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T13:30:00Z,2022-01-01T14:30:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T13:45:00Z,2022-01-01T14:45:00+0100,2181.72,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T13:45:00Z,2022-01-01T14:45:00+0100,18.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T14:00:00Z,2022-01-01T15:00:00+0100,2086.4,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T14:00:00Z,2022-01-01T15:00:00+0100,6.33,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T14:15:00Z,2022-01-01T15:15:00+0100,2176.05,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T14:15:00Z,2022-01-01T15:15:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T14:30:00Z,2022-01-01T15:30:00+0100,2168.23,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T14:30:00Z,2022-01-01T15:30:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T14:45:00Z,2022-01-01T15:45:00+0100,2133.92,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T14:45:00Z,2022-01-01T15:45:00+0100,18.65,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T15:00:00Z,2022-01-01T16:00:00+0100,1989.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T15:00:00Z,2022-01-01T16:00:00+0100,6.83,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T15:15:00Z,2022-01-01T16:15:00+0100,1990.26,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T15:15:00Z,2022-01-01T16:15:00+0100,14.35,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T15:30:00Z,2022-01-01T16:30:00+0100,1913.52,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T15:30:00Z,2022-01-01T16:30:00+0100,12.59,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T15:45:00Z,2022-01-01T16:45:00+0100,1913.29,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T15:45:00Z,2022-01-01T16:45:00+0100,13.21,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T16:00:00Z,2022-01-01T17:00:00+0100,1949.18,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T16:00:00Z,2022-01-01T17:00:00+0100,9.81,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T16:15:00Z,2022-01-01T17:15:00+0100,2027.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T16:15:00Z,2022-01-01T17:15:00+0100,16.59,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T16:30:00Z,2022-01-01T17:30:00+0100,2088.26,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T16:30:00Z,2022-01-01T17:30:00+0100,17.04,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T16:45:00Z,2022-01-01T17:45:00+0100,2158.7,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T16:45:00Z,2022-01-01T17:45:00+0100,18.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T17:00:00Z,2022-01-01T18:00:00+0100,2158.36,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T17:00:00Z,2022-01-01T18:00:00+0100,18.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T17:15:00Z,2022-01-01T18:15:00+0100,2173.12,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T17:15:00Z,2022-01-01T18:15:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T17:30:00Z,2022-01-01T18:30:00+0100,2183.25,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T17:30:00Z,2022-01-01T18:30:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T17:45:00Z,2022-01-01T18:45:00+0100,2215.22,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T17:45:00Z,2022-01-01T18:45:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T18:00:00Z,2022-01-01T19:00:00+0100,2211.71,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T18:00:00Z,2022-01-01T19:00:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T18:15:00Z,2022-01-01T19:15:00+0100,2207.8,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T18:15:00Z,2022-01-01T19:15:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T18:30:00Z,2022-01-01T19:30:00+0100,2213.93,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T18:30:00Z,2022-01-01T19:30:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T18:45:00Z,2022-01-01T19:45:00+0100,2226.61,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T18:45:00Z,2022-01-01T19:45:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T19:00:00Z,2022-01-01T20:00:00+0100,2231.14,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
2022-01-01T19:00:00Z,2022-01-01T20:00:00+0100,18.54,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:46:06Z
2022-01-01T19:15:00Z,2022-01-01T20:15:00+0100,2229.83,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:46:06Z
