timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2024-01-01T00:00:00Z,2024-01-01T01:00:00+0100,3014.25,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T05:30:00Z,2024-01-01T06:30:00+0100,2639.83,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T05:30:00Z,2024-01-01T06:30:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T05:45:00Z,2024-01-01T06:45:00+0100,2589.99,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T05:45:00Z,2024-01-01T06:45:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T06:00:00Z,2024-01-01T07:00:00+0100,2617.16,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T06:00:00Z,2024-01-01T07:00:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T06:15:00Z,2024-01-01T07:15:00+0100,2632.39,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T06:15:00Z,2024-01-01T07:15:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T06:30:00Z,2024-01-01T07:30:00+0100,2722.18,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T06:30:00Z,2024-01-01T07:30:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T06:45:00Z,2024-01-01T07:45:00+0100,2717.03,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T06:45:00Z,2024-01-01T07:45:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T07:00:00Z,2024-01-01T08:00:00+0100,2735.89,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T07:00:00Z,2024-01-01T08:00:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T07:15:00Z,2024-01-01T08:15:00+0100,2776.82,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T07:15:00Z,2024-01-01T08:15:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T07:30:00Z,2024-01-01T08:30:00+0100,2850.39,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T07:30:00Z,2024-01-01T08:30:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T07:45:00Z,2024-01-01T08:45:00+0100,3000.81,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T07:45:00Z,2024-01-01T08:45:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T08:00:00Z,2024-01-01T09:00:00+0100,2992.31,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T08:00:00Z,2024-01-01T09:00:00+0100,1.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T08:15:00Z,2024-01-01T09:15:00+0100,2898.5,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T08:15:00Z,2024-01-01T09:15:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T08:30:00Z,2024-01-01T09:30:00+0100,2895.57,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T08:30:00Z,2024-01-01T09:30:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T08:45:00Z,2024-01-01T09:45:00+0100,3011.36,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T08:45:00Z,2024-01-01T09:45:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T09:00:00Z,2024-01-01T10:00:00+0100,3047.32,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T09:00:00Z,2024-01-01T10:00:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T09:15:00Z,2024-01-01T10:15:00+0100,3044.38,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T09:15:00Z,2024-01-01T10:15:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T09:30:00Z,2024-01-01T10:30:00+0100,3046.17,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T09:30:00Z,2024-01-01T10:30:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T09:45:00Z,2024-01-01T10:45:00+0100,3049.28,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T09:45:00Z,2024-01-01T10:45:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T10:00:00Z,2024-01-01T11:00:00+0100,3061.43,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T10:00:00Z,2024-01-01T11:00:00+0100,1.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T10:15:00Z,2024-01-01T11:15:00+0100,3065.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T10:15:00Z,2024-01-01T11:15:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T10:30:00Z,2024-01-01T11:30:00+0100,3069.2,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T10:30:00Z,2024-01-01T11:30:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T10:45:00Z,2024-01-01T11:45:00+0100,3070.93,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T10:45:00Z,2024-01-01T11:45:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T11:00:00Z,2024-01-01T12:00:00+0100,3069.64,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T11:00:00Z,2024-01-01T12:00:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T11:15:00Z,2024-01-01T12:15:00+0100,3040.52,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T11:15:00Z,2024-01-01T12:15:00+0100,1.87,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T11:30:00Z,2024-01-01T12:30:00+0100,2993.25,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T11:30:00Z,2024-01-01T12:30:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T11:45:00Z,2024-01-01T12:45:00+0100,2960.56,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T11:45:00Z,2024-01-01T12:45:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T12:00:00Z,2024-01-01T13:00:00+0100,2982.82,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T12:00:00Z,2024-01-01T13:00:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T12:15:00Z,2024-01-01T13:15:00+0100,3016.62,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T12:15:00Z,2024-01-01T13:15:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T12:30:00Z,2024-01-01T13:30:00+0100,3025.56,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T12:30:00Z,2024-01-01T13:30:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T12:45:00Z,2024-01-01T13:45:00+0100,3032.53,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T12:45:00Z,2024-01-01T13:45:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T13:00:00Z,2024-01-01T14:00:00+0100,3046.74,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T13:00:00Z,2024-01-01T14:00:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T13:15:00Z,2024-01-01T14:15:00+0100,3024.48,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T13:15:00Z,2024-01-01T14:15:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T13:30:00Z,2024-01-01T14:30:00+0100,3008.21,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T13:30:00Z,2024-01-01T14:30:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T13:45:00Z,2024-01-01T14:45:00+0100,2982.7,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T13:45:00Z,2024-01-01T14:45:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T14:00:00Z,2024-01-01T15:00:00+0100,2934.51,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T14:00:00Z,2024-01-01T15:00:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T14:15:00Z,2024-01-01T15:15:00+0100,2889.49,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T14:15:00Z,2024-01-01T15:15:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T14:30:00Z,2024-01-01T15:30:00+0100,2851.9,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T14:30:00Z,2024-01-01T15:30:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T14:45:00Z,2024-01-01T15:45:00+0100,2727.45,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T14:45:00Z,2024-01-01T15:45:00+0100,1.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T15:00:00Z,2024-01-01T16:00:00+0100,2620.92,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T15:00:00Z,2024-01-01T16:00:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T15:15:00Z,2024-01-01T16:15:00+0100,2548.96,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T15:15:00Z,2024-01-01T16:15:00+0100,1.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T15:30:00Z,2024-01-01T16:30:00+0100,2465.23,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T15:30:00Z,2024-01-01T16:30:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T15:45:00Z,2024-01-01T16:45:00+0100,2369.09,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T15:45:00Z,2024-01-01T16:45:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T16:00:00Z,2024-01-01T17:00:00+0100,2341.09,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T16:00:00Z,2024-01-01T17:00:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T16:15:00Z,2024-01-01T17:15:00+0100,2390.36,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T16:15:00Z,2024-01-01T17:15:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T16:30:00Z,2024-01-01T17:30:00+0100,2445.56,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T16:30:00Z,2024-01-01T17:30:00+0100,1.73,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T16:45:00Z,2024-01-01T17:45:00+0100,2498.38,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T16:45:00Z,2024-01-01T17:45:00+0100,1.01,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T17:00:00Z,2024-01-01T18:00:00+0100,2673.24,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T17:00:00Z,2024-01-01T18:00:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T17:15:00Z,2024-01-01T18:15:00+0100,2900.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T17:15:00Z,2024-01-01T18:15:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T17:30:00Z,2024-01-01T18:30:00+0100,2950.16,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T17:30:00Z,2024-01-01T18:30:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T17:45:00Z,2024-01-01T18:45:00+0100,2914.99,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T17:45:00Z,2024-01-01T18:45:00+0100,1.15,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T18:00:00Z,2024-01-01T19:00:00+0100,2864.71,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T18:00:00Z,2024-01-01T19:00:00+0100,1.44,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T18:15:00Z,2024-01-01T19:15:00+0100,2790.32,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T18:15:00Z,2024-01-01T19:15:00+0100,1.58,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T18:30:00Z,2024-01-01T19:30:00+0100,2690.77,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T18:30:00Z,2024-01-01T19:30:00+0100,1.3,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T18:45:00Z,2024-01-01T19:45:00+0100,2550.74,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T18:45:00Z,2024-01-01T19:45:00+0100,2.02,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T19:00:00Z,2024-01-01T20:00:00+0100,2254.28,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
2024-01-01T19:00:00Z,2024-01-01T20:00:00+0100,1.87,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-08-05T15:49:56Z
2024-01-01T19:15:00Z,2024-01-01T20:15:00+0100,2040.42,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-08-05T15:49:56Z
