collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T00:15:00Z,2026-07-10T02:15:00+0200,59.15,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T00:15:00Z,2026-07-10T02:15:00+0200,3.142,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T00:30:00Z,2026-07-10T02:30:00+0200,55.302,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T00:30:00Z,2026-07-10T02:30:00+0200,1.394,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T00:45:00Z,2026-07-10T02:45:00+0200,51.96,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T00:45:00Z,2026-07-10T02:45:00+0200,0.042,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:00:00Z,2026-07-10T03:00:00+0200,49.935,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:00:00Z,2026-07-10T03:00:00+0200,0.237,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:15:00Z,2026-07-10T03:15:00+0200,47.072,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:15:00Z,2026-07-10T03:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:30:00Z,2026-07-10T03:30:00+0200,46.455,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:30:00Z,2026-07-10T03:30:00+0200,0.554,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:45:00Z,2026-07-10T03:45:00+0200,43.319,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T01:45:00Z,2026-07-10T03:45:00+0200,1.569,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:00:00Z,2026-07-10T04:00:00+0200,43.895,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:00:00Z,2026-07-10T04:00:00+0200,3.026,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:15:00Z,2026-07-10T04:15:00+0200,43.669,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:15:00Z,2026-07-10T04:15:00+0200,2.981,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:30:00Z,2026-07-10T04:30:00+0200,41.925,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:30:00Z,2026-07-10T04:30:00+0200,2.369,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:45:00Z,2026-07-10T04:45:00+0200,42.8,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T02:45:00Z,2026-07-10T04:45:00+0200,0.795,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:00:00Z,2026-07-10T05:00:00+0200,44.365,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:00:00Z,2026-07-10T05:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:15:00Z,2026-07-10T05:15:00+0200,50.223,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:15:00Z,2026-07-10T05:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:30:00Z,2026-07-10T05:30:00+0200,49.212,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:30:00Z,2026-07-10T05:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:45:00Z,2026-07-10T05:45:00+0200,42.347,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T03:45:00Z,2026-07-10T05:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:00:00Z,2026-07-10T06:00:00+0200,46.252,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:00:00Z,2026-07-10T06:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:15:00Z,2026-07-10T06:15:00+0200,52.143,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:15:00Z,2026-07-10T06:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:30:00Z,2026-07-10T06:30:00+0200,61.955,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:30:00Z,2026-07-10T06:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:45:00Z,2026-07-10T06:45:00+0200,61.006,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T04:45:00Z,2026-07-10T06:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:00:00Z,2026-07-10T07:00:00+0200,49.436,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:00:00Z,2026-07-10T07:00:00+0200,0.016,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:15:00Z,2026-07-10T07:15:00+0200,36.671,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:15:00Z,2026-07-10T07:15:00+0200,0.347,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:30:00Z,2026-07-10T07:30:00+0200,26.229,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:30:00Z,2026-07-10T07:30:00+0200,2.226,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:45:00Z,2026-07-10T07:45:00+0200,20.084,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T05:45:00Z,2026-07-10T07:45:00+0200,2.822,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:00:00Z,2026-07-10T08:00:00+0200,16.705,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:00:00Z,2026-07-10T08:00:00+0200,3.8,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:15:00Z,2026-07-10T08:15:00+0200,14.054,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:15:00Z,2026-07-10T08:15:00+0200,3.836,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:30:00Z,2026-07-10T08:30:00+0200,9.865,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:30:00Z,2026-07-10T08:30:00+0200,4.019,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:45:00Z,2026-07-10T08:45:00+0200,9.523,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T06:45:00Z,2026-07-10T08:45:00+0200,4.361,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:00:00Z,2026-07-10T09:00:00+0200,8.338,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:00:00Z,2026-07-10T09:00:00+0200,4.256,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:15:00Z,2026-07-10T09:15:00+0200,9.258,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:15:00Z,2026-07-10T09:15:00+0200,4.81,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:30:00Z,2026-07-10T09:30:00+0200,7.964,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:30:00Z,2026-07-10T09:30:00+0200,4.888,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:45:00Z,2026-07-10T09:45:00+0200,10.104,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T07:45:00Z,2026-07-10T09:45:00+0200,5.062,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:00:00Z,2026-07-10T10:00:00+0200,7.552,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:00:00Z,2026-07-10T10:00:00+0200,5.519,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:15:00Z,2026-07-10T10:15:00+0200,7.654,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:15:00Z,2026-07-10T10:15:00+0200,6.225,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:30:00Z,2026-07-10T10:30:00+0200,5.831,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:30:00Z,2026-07-10T10:30:00+0200,6.066,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:45:00Z,2026-07-10T10:45:00+0200,4.819,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T08:45:00Z,2026-07-10T10:45:00+0200,6.693,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:00:00Z,2026-07-10T11:00:00+0200,5.267,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:00:00Z,2026-07-10T11:00:00+0200,6.943,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:15:00Z,2026-07-10T11:15:00+0200,5.665,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:15:00Z,2026-07-10T11:15:00+0200,7.253,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:30:00Z,2026-07-10T11:30:00+0200,5.671,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:30:00Z,2026-07-10T11:30:00+0200,6.931,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:45:00Z,2026-07-10T11:45:00+0200,9.146,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T09:45:00Z,2026-07-10T11:45:00+0200,6.91,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:00:00Z,2026-07-10T12:00:00+0200,10.425,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:00:00Z,2026-07-10T12:00:00+0200,6.452,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:15:00Z,2026-07-10T12:15:00+0200,12.616,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:15:00Z,2026-07-10T12:15:00+0200,6.4,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:30:00Z,2026-07-10T12:30:00+0200,16.952,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:30:00Z,2026-07-10T12:30:00+0200,5.79,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:45:00Z,2026-07-10T12:45:00+0200,24.965,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T10:45:00Z,2026-07-10T12:45:00+0200,5.569,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:00:00Z,2026-07-10T13:00:00+0200,27.317,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:00:00Z,2026-07-10T13:00:00+0200,4.373,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:15:00Z,2026-07-10T13:15:00+0200,33.893,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:15:00Z,2026-07-10T13:15:00+0200,1.76,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:30:00Z,2026-07-10T13:30:00+0200,41.134,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:30:00Z,2026-07-10T13:30:00+0200,0.307,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:45:00Z,2026-07-10T13:45:00+0200,45.523,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T11:45:00Z,2026-07-10T13:45:00+0200,0.092,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-01T16:20:20Z
2026-08-01T16:17:51Z,2026-08-01T18:17:51+0200,c456a107-f764-4caf-b1c3-49e6a63a06ca,2026-07-10T12:00:00Z,2026-07-10T14:00:00+0200,55.686,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-01T16:20:20Z
