collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:00:00Z,2026-07-09T23:00:00+0200,287.218,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:00:00Z,2026-07-09T23:00:00+0200,0.825,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:15:00Z,2026-07-09T23:15:00+0200,297.431,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:15:00Z,2026-07-09T23:15:00+0200,0.799,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:30:00Z,2026-07-09T23:30:00+0200,299.613,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:30:00Z,2026-07-09T23:30:00+0200,0.958,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:45:00Z,2026-07-09T23:45:00+0200,306.175,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T21:45:00Z,2026-07-09T23:45:00+0200,1.141,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T22:00:00Z,2026-07-10T00:00:00+0200,342.345,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T22:00:00Z,2026-07-10T00:00:00+0200,1.365,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T22:15:00Z,2026-07-10T00:15:00+0200,367.784,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T22:15:00Z,2026-07-10T00:15:00+0200,1.382,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-09T14:48:47Z
2026-08-09T14:46:19Z,2026-08-09T16:46:19+0200,8bb0d9d7-c8e8-4d4c-8395-b7f8c7c74323,2026-07-09T22:30:00Z,2026-07-10T00:30:00+0200,352.791,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-09T14:48:47Z
