timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2025-01-01T00:00:00Z,2025-01-01T01:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T01:30:00Z,2025-01-01T02:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T01:30:00Z,2025-01-01T02:30:00+0100,1.18,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T01:45:00Z,2025-01-01T02:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T01:45:00Z,2025-01-01T02:45:00+0100,1.25,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T02:00:00Z,2025-01-01T03:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T02:00:00Z,2025-01-01T03:00:00+0100,1.203,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T02:15:00Z,2025-01-01T03:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T02:15:00Z,2025-01-01T03:15:00+0100,1.246,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T02:30:00Z,2025-01-01T03:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T02:30:00Z,2025-01-01T03:30:00+0100,1.219,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T02:45:00Z,2025-01-01T03:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T02:45:00Z,2025-01-01T03:45:00+0100,1.207,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T03:00:00Z,2025-01-01T04:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T03:00:00Z,2025-01-01T04:00:00+0100,1.255,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T03:15:00Z,2025-01-01T04:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T03:15:00Z,2025-01-01T04:15:00+0100,1.249,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T03:30:00Z,2025-01-01T04:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T03:30:00Z,2025-01-01T04:30:00+0100,1.222,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T03:45:00Z,2025-01-01T04:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T03:45:00Z,2025-01-01T04:45:00+0100,1.218,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T04:00:00Z,2025-01-01T05:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T04:00:00Z,2025-01-01T05:00:00+0100,1.202,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T04:15:00Z,2025-01-01T05:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T04:15:00Z,2025-01-01T05:15:00+0100,1.246,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T04:30:00Z,2025-01-01T05:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T04:30:00Z,2025-01-01T05:30:00+0100,1.205,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T04:45:00Z,2025-01-01T05:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T04:45:00Z,2025-01-01T05:45:00+0100,1.256,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T05:00:00Z,2025-01-01T06:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T05:00:00Z,2025-01-01T06:00:00+0100,1.219,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T05:15:00Z,2025-01-01T06:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T05:15:00Z,2025-01-01T06:15:00+0100,1.207,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T05:30:00Z,2025-01-01T06:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T05:30:00Z,2025-01-01T06:30:00+0100,1.219,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T05:45:00Z,2025-01-01T06:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T05:45:00Z,2025-01-01T06:45:00+0100,1.207,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T06:00:00Z,2025-01-01T07:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T06:00:00Z,2025-01-01T07:00:00+0100,1.245,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T06:15:00Z,2025-01-01T07:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T06:15:00Z,2025-01-01T07:15:00+0100,1.218,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T06:30:00Z,2025-01-01T07:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T06:30:00Z,2025-01-01T07:30:00+0100,1.202,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T06:45:00Z,2025-01-01T07:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T06:45:00Z,2025-01-01T07:45:00+0100,1.242,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T07:00:00Z,2025-01-01T08:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T07:00:00Z,2025-01-01T08:00:00+0100,1.178,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T07:15:00Z,2025-01-01T08:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T07:15:00Z,2025-01-01T08:15:00+0100,1.244,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T07:30:00Z,2025-01-01T08:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T07:30:00Z,2025-01-01T08:30:00+0100,1.196,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T07:45:00Z,2025-01-01T08:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T07:45:00Z,2025-01-01T08:45:00+0100,1.206,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T08:00:00Z,2025-01-01T09:00:00+0100,0.048,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T08:00:00Z,2025-01-01T09:00:00+0100,0.898,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T08:15:00Z,2025-01-01T09:15:00+0100,0.543,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T08:15:00Z,2025-01-01T09:15:00+0100,0.312,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T08:30:00Z,2025-01-01T09:30:00+0100,1.447,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T08:30:00Z,2025-01-01T09:30:00+0100,0.008,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T08:45:00Z,2025-01-01T09:45:00+0100,2.473,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T08:45:00Z,2025-01-01T09:45:00+0100,0.007,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T09:00:00Z,2025-01-01T10:00:00+0100,2.52,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T09:00:00Z,2025-01-01T10:00:00+0100,0.002,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T09:15:00Z,2025-01-01T10:15:00+0100,3.279,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T09:15:00Z,2025-01-01T10:15:00+0100,0.005,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T09:30:00Z,2025-01-01T10:30:00+0100,4.303,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T09:30:00Z,2025-01-01T10:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T09:45:00Z,2025-01-01T10:45:00+0100,5.414,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T09:45:00Z,2025-01-01T10:45:00+0100,0.002,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T10:00:00Z,2025-01-01T11:00:00+0100,6.928,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T10:00:00Z,2025-01-01T11:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T10:15:00Z,2025-01-01T11:15:00+0100,9.13,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T10:15:00Z,2025-01-01T11:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T10:30:00Z,2025-01-01T11:30:00+0100,9.829,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T10:30:00Z,2025-01-01T11:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T10:45:00Z,2025-01-01T11:45:00+0100,11.928,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T10:45:00Z,2025-01-01T11:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T11:00:00Z,2025-01-01T12:00:00+0100,15.203,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T11:00:00Z,2025-01-01T12:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T11:15:00Z,2025-01-01T12:15:00+0100,17.845,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T11:15:00Z,2025-01-01T12:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T11:30:00Z,2025-01-01T12:30:00+0100,18.564,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T11:30:00Z,2025-01-01T12:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T11:45:00Z,2025-01-01T12:45:00+0100,15.746,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T11:45:00Z,2025-01-01T12:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T12:00:00Z,2025-01-01T13:00:00+0100,12.168,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T12:00:00Z,2025-01-01T13:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T12:15:00Z,2025-01-01T13:15:00+0100,14.149,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T12:15:00Z,2025-01-01T13:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T12:30:00Z,2025-01-01T13:30:00+0100,13.923,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T12:30:00Z,2025-01-01T13:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T12:45:00Z,2025-01-01T13:45:00+0100,13.541,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T12:45:00Z,2025-01-01T13:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T13:00:00Z,2025-01-01T14:00:00+0100,9.447,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T13:00:00Z,2025-01-01T14:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T13:15:00Z,2025-01-01T14:15:00+0100,8.111,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T13:15:00Z,2025-01-01T14:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T13:30:00Z,2025-01-01T14:30:00+0100,6.064,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T13:30:00Z,2025-01-01T14:30:00+0100,0.002,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T13:45:00Z,2025-01-01T14:45:00+0100,5.541,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T13:45:00Z,2025-01-01T14:45:00+0100,0.005,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T14:00:00Z,2025-01-01T15:00:00+0100,4.113,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T14:00:00Z,2025-01-01T15:00:00+0100,0.003,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T14:15:00Z,2025-01-01T15:15:00+0100,2.139,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T14:15:00Z,2025-01-01T15:15:00+0100,0.008,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T14:30:00Z,2025-01-01T15:30:00+0100,0.831,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T14:30:00Z,2025-01-01T15:30:00+0100,0.149,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T14:45:00Z,2025-01-01T15:45:00+0100,0.228,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T14:45:00Z,2025-01-01T15:45:00+0100,0.682,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T15:00:00Z,2025-01-01T16:00:00+0100,0.057,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T15:00:00Z,2025-01-01T16:00:00+0100,1.116,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T15:15:00Z,2025-01-01T16:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T15:15:00Z,2025-01-01T16:15:00+0100,1.135,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T15:30:00Z,2025-01-01T16:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T15:30:00Z,2025-01-01T16:30:00+0100,1.245,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T15:45:00Z,2025-01-01T16:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T15:45:00Z,2025-01-01T16:45:00+0100,1.152,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T16:00:00Z,2025-01-01T17:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T16:00:00Z,2025-01-01T17:00:00+0100,1.249,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T16:15:00Z,2025-01-01T17:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T16:15:00Z,2025-01-01T17:15:00+0100,1.218,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T16:30:00Z,2025-01-01T17:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T16:30:00Z,2025-01-01T17:30:00+0100,1.182,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T16:45:00Z,2025-01-01T17:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T16:45:00Z,2025-01-01T17:45:00+0100,1.217,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T17:00:00Z,2025-01-01T18:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T17:00:00Z,2025-01-01T18:00:00+0100,1.209,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T17:15:00Z,2025-01-01T18:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T17:15:00Z,2025-01-01T18:15:00+0100,1.249,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T17:30:00Z,2025-01-01T18:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T17:30:00Z,2025-01-01T18:30:00+0100,1.167,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T17:45:00Z,2025-01-01T18:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T17:45:00Z,2025-01-01T18:45:00+0100,1.225,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T18:00:00Z,2025-01-01T19:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T18:00:00Z,2025-01-01T19:00:00+0100,1.251,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T18:15:00Z,2025-01-01T19:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T18:15:00Z,2025-01-01T19:15:00+0100,1.188,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T18:30:00Z,2025-01-01T19:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T18:30:00Z,2025-01-01T19:30:00+0100,1.272,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T18:45:00Z,2025-01-01T19:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T18:45:00Z,2025-01-01T19:45:00+0100,1.184,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T19:00:00Z,2025-01-01T20:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T19:00:00Z,2025-01-01T20:00:00+0100,1.243,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T19:15:00Z,2025-01-01T20:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T19:15:00Z,2025-01-01T20:15:00+0100,1.224,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T19:30:00Z,2025-01-01T20:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T19:30:00Z,2025-01-01T20:30:00+0100,1.174,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T19:45:00Z,2025-01-01T20:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T19:45:00Z,2025-01-01T20:45:00+0100,1.248,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T20:00:00Z,2025-01-01T21:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T20:00:00Z,2025-01-01T21:00:00+0100,1.186,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T20:15:00Z,2025-01-01T21:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T20:15:00Z,2025-01-01T21:15:00+0100,1.305,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T20:30:00Z,2025-01-01T21:30:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T20:30:00Z,2025-01-01T21:30:00+0100,1.224,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T20:45:00Z,2025-01-01T21:45:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T20:45:00Z,2025-01-01T21:45:00+0100,1.204,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T21:00:00Z,2025-01-01T22:00:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
2025-01-01T21:00:00Z,2025-01-01T22:00:00+0100,1.224,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-05T15:16:27Z
2025-01-01T21:15:00Z,2025-01-01T22:15:00+0100,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-05T15:16:27Z
