collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T11:00:00Z,2026-05-01T13:00:00+0200,46.5075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T12:00:00Z,2026-05-01T14:00:00+0200,68.105,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T13:00:00Z,2026-05-01T15:00:00+0200,79.0175,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T14:00:00Z,2026-05-01T16:00:00+0200,14.565,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T14:00:00Z,2026-05-01T16:00:00+0200,2.705,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T15:00:00Z,2026-05-01T17:00:00+0200,18.6075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T16:00:00Z,2026-05-01T18:00:00+0200,24.885,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T17:00:00Z,2026-05-01T19:00:00+0200,24.8625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T18:00:00Z,2026-05-01T20:00:00+0200,25.065,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T19:00:00Z,2026-05-01T21:00:00+0200,23.93,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T20:00:00Z,2026-05-01T22:00:00+0200,19.66,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T21:00:00Z,2026-05-01T23:00:00+0200,25.17,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T22:00:00Z,2026-05-02T00:00:00+0200,43.2475,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T22:00:00Z,2026-05-02T00:00:00+0200,12.07,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-01T23:00:00Z,2026-05-02T01:00:00+0200,219.4775,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-02T00:00:00Z,2026-05-02T02:00:00+0200,228.9675,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-02T01:00:00Z,2026-05-02T03:00:00+0200,138.1925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-02T02:00:00Z,2026-05-02T04:00:00+0200,58.7725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-02T03:00:00Z,2026-05-02T05:00:00+0200,177.5775,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-02T04:00:00Z,2026-05-02T06:00:00+0200,44.685,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-05-29T15:27:54Z
2026-05-29T15:27:41Z,2026-05-29T17:27:41+0200,5c076161-b10d-4c19-94d6-0981d1551360,2026-05-02T04:00:00Z,2026-05-02T06:00:00+0200,1.005,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-05-29T15:27:54Z
