collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T14:15:00Z,2026-09-19T16:15:00+0200,574.51,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T14:30:00Z,2026-09-19T16:30:00+0200,560.17,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T14:45:00Z,2026-09-19T16:45:00+0200,536.52,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T15:00:00Z,2026-09-19T17:00:00+0200,531.34,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T15:15:00Z,2026-09-19T17:15:00+0200,539.54,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T15:30:00Z,2026-09-19T17:30:00+0200,581.1,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T15:45:00Z,2026-09-19T17:45:00+0200,628.98,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T16:00:00Z,2026-09-19T18:00:00+0200,724.68,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T16:15:00Z,2026-09-19T18:15:00+0200,784.41,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T16:30:00Z,2026-09-19T18:30:00+0200,836.39,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T16:45:00Z,2026-09-19T18:45:00+0200,884.41,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T17:00:00Z,2026-09-19T19:00:00+0200,936.78,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T17:15:00Z,2026-09-19T19:15:00+0200,943.32,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T17:30:00Z,2026-09-19T19:30:00+0200,954.86,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T17:45:00Z,2026-09-19T19:45:00+0200,918.01,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T18:00:00Z,2026-09-19T20:00:00+0200,831.3,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T18:15:00Z,2026-09-19T20:15:00+0200,753.13,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T18:30:00Z,2026-09-19T20:30:00+0200,757.26,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T18:45:00Z,2026-09-19T20:45:00+0200,772.23,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T19:00:00Z,2026-09-19T21:00:00+0200,767.13,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T19:15:00Z,2026-09-19T21:15:00+0200,694.71,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T19:30:00Z,2026-09-19T21:30:00+0200,615.46,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T19:45:00Z,2026-09-19T21:45:00+0200,593.19,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T20:00:00Z,2026-09-19T22:00:00+0200,553.29,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T20:15:00Z,2026-09-19T22:15:00+0200,488.09,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T20:30:00Z,2026-09-19T22:30:00+0200,387.13,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T20:45:00Z,2026-09-19T22:45:00+0200,356.9,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T21:00:00Z,2026-09-19T23:00:00+0200,414.11,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T21:15:00Z,2026-09-19T23:15:00+0200,471.34,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T21:30:00Z,2026-09-19T23:30:00+0200,463.34,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
2026-09-25T22:44:42Z,2026-09-26T00:44:42+0200,8bdc8b35-05b5-4234-a5de-bdea7f75eda9,2026-09-19T21:45:00Z,2026-09-19T23:45:00+0200,452.51,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T22:46:40Z
