timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2024-01-01T00:00:00Z,2024-01-01T01:00:00+0100,2427.05,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T00:00:00Z,2024-01-01T01:00:00+0100,4.54,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T00:15:00Z,2024-01-01T01:15:00+0100,2418.19,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T00:15:00Z,2024-01-01T01:15:00+0100,4.65,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T00:30:00Z,2024-01-01T01:30:00+0100,2333.92,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T00:30:00Z,2024-01-01T01:30:00+0100,4.54,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T00:45:00Z,2024-01-01T01:45:00+0100,2271.19,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T00:45:00Z,2024-01-01T01:45:00+0100,4.49,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T01:00:00Z,2024-01-01T02:00:00+0100,2238.23,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T01:00:00Z,2024-01-01T02:00:00+0100,4.66,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T01:15:00Z,2024-01-01T02:15:00+0100,2215.41,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T01:15:00Z,2024-01-01T02:15:00+0100,4.65,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T01:30:00Z,2024-01-01T02:30:00+0100,2160.69,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T01:30:00Z,2024-01-01T02:30:00+0100,4.54,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T01:45:00Z,2024-01-01T02:45:00+0100,2051.87,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T01:45:00Z,2024-01-01T02:45:00+0100,4.48,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T02:00:00Z,2024-01-01T03:00:00+0100,2019.32,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T02:00:00Z,2024-01-01T03:00:00+0100,4.46,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T02:15:00Z,2024-01-01T03:15:00+0100,2002.7,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T02:15:00Z,2024-01-01T03:15:00+0100,4.63,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T02:30:00Z,2024-01-01T03:30:00+0100,2095.45,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T02:30:00Z,2024-01-01T03:30:00+0100,4.59,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T02:45:00Z,2024-01-01T03:45:00+0100,2117.19,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T02:45:00Z,2024-01-01T03:45:00+0100,4.63,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T03:00:00Z,2024-01-01T04:00:00+0100,2087.39,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T03:00:00Z,2024-01-01T04:00:00+0100,4.58,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T03:15:00Z,2024-01-01T04:15:00+0100,2089.18,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T03:15:00Z,2024-01-01T04:15:00+0100,4.58,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T03:30:00Z,2024-01-01T04:30:00+0100,2055.42,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T03:30:00Z,2024-01-01T04:30:00+0100,4.66,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T03:45:00Z,2024-01-01T04:45:00+0100,2023.64,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T03:45:00Z,2024-01-01T04:45:00+0100,4.59,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T04:00:00Z,2024-01-01T05:00:00+0100,2056.83,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T04:00:00Z,2024-01-01T05:00:00+0100,4.58,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T04:15:00Z,2024-01-01T05:15:00+0100,1996.05,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T04:15:00Z,2024-01-01T05:15:00+0100,4.61,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T04:30:00Z,2024-01-01T05:30:00+0100,2043.57,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T04:30:00Z,2024-01-01T05:30:00+0100,4.64,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T04:45:00Z,2024-01-01T05:45:00+0100,2065.87,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T04:45:00Z,2024-01-01T05:45:00+0100,4.57,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T05:00:00Z,2024-01-01T06:00:00+0100,2064.99,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T05:00:00Z,2024-01-01T06:00:00+0100,4.53,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T05:15:00Z,2024-01-01T06:15:00+0100,2096.87,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T05:15:00Z,2024-01-01T06:15:00+0100,4.63,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T05:30:00Z,2024-01-01T06:30:00+0100,2149.27,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T05:30:00Z,2024-01-01T06:30:00+0100,4.68,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T05:45:00Z,2024-01-01T06:45:00+0100,2202.41,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T05:45:00Z,2024-01-01T06:45:00+0100,4.66,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T06:00:00Z,2024-01-01T07:00:00+0100,2139.12,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T06:00:00Z,2024-01-01T07:00:00+0100,4.72,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T06:15:00Z,2024-01-01T07:15:00+0100,2106.54,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T06:15:00Z,2024-01-01T07:15:00+0100,4.67,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T06:30:00Z,2024-01-01T07:30:00+0100,2086.32,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T06:30:00Z,2024-01-01T07:30:00+0100,4.57,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T06:45:00Z,2024-01-01T07:45:00+0100,2140.67,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T06:45:00Z,2024-01-01T07:45:00+0100,4.67,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T07:00:00Z,2024-01-01T08:00:00+0100,2146.27,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T07:00:00Z,2024-01-01T08:00:00+0100,4.57,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T07:15:00Z,2024-01-01T08:15:00+0100,2115.83,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T07:15:00Z,2024-01-01T08:15:00+0100,4.63,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T07:30:00Z,2024-01-01T08:30:00+0100,2116.96,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T07:30:00Z,2024-01-01T08:30:00+0100,4.7,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
2024-01-01T07:45:00Z,2024-01-01T08:45:00+0100,2080.45,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:33:19Z
2024-01-01T07:45:00Z,2024-01-01T08:45:00+0100,4.75,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:33:19Z
