timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2025-01-01T00:00:00Z,2025-01-01T01:00:00+0100,2247.28,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T00:00:00Z,2025-01-01T01:00:00+0100,1.013,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T00:15:00Z,2025-01-01T01:15:00+0100,2248.286,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T00:15:00Z,2025-01-01T01:15:00+0100,0.484,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T00:30:00Z,2025-01-01T01:30:00+0100,2276.793,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T00:30:00Z,2025-01-01T01:30:00+0100,0.493,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T00:45:00Z,2025-01-01T01:45:00+0100,2224.663,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T00:45:00Z,2025-01-01T01:45:00+0100,0.465,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T01:00:00Z,2025-01-01T02:00:00+0100,2296.989,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T01:00:00Z,2025-01-01T02:00:00+0100,0.473,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T01:15:00Z,2025-01-01T02:15:00+0100,2306.485,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T01:15:00Z,2025-01-01T02:15:00+0100,0.456,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T01:30:00Z,2025-01-01T02:30:00+0100,2296.636,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T01:30:00Z,2025-01-01T02:30:00+0100,0.698,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
2025-01-01T01:45:00Z,2025-01-01T02:45:00+0100,2293.633,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-08-05T15:35:04Z
2025-01-01T01:45:00Z,2025-01-01T02:45:00+0100,0.441,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-08-05T15:35:04Z
