collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:00:00Z,2026-07-08T18:00:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:15:00Z,2026-07-08T18:15:00+0200,92.19,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:15:00Z,2026-07-08T18:15:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:30:00Z,2026-07-08T18:30:00+0200,84.205,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:30:00Z,2026-07-08T18:30:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:45:00Z,2026-07-08T18:45:00+0200,82.351,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T16:45:00Z,2026-07-08T18:45:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:00:00Z,2026-07-08T19:00:00+0200,72.077,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:00:00Z,2026-07-08T19:00:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:15:00Z,2026-07-08T19:15:00+0200,52.074,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:15:00Z,2026-07-08T19:15:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:30:00Z,2026-07-08T19:30:00+0200,46.291,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:30:00Z,2026-07-08T19:30:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:45:00Z,2026-07-08T19:45:00+0200,42.981,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T17:45:00Z,2026-07-08T19:45:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:00:00Z,2026-07-08T20:00:00+0200,36.58,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:00:00Z,2026-07-08T20:00:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:15:00Z,2026-07-08T20:15:00+0200,26.495,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:15:00Z,2026-07-08T20:15:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:30:00Z,2026-07-08T20:30:00+0200,20.159,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:30:00Z,2026-07-08T20:30:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:45:00Z,2026-07-08T20:45:00+0200,13.547,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T18:45:00Z,2026-07-08T20:45:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:00:00Z,2026-07-08T21:00:00+0200,8.521,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:00:00Z,2026-07-08T21:00:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:15:00Z,2026-07-08T21:15:00+0200,4.438,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:15:00Z,2026-07-08T21:15:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:30:00Z,2026-07-08T21:30:00+0200,1.502,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:30:00Z,2026-07-08T21:30:00+0200,0.0,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:45:00Z,2026-07-08T21:45:00+0200,0.266,MW,NL,NL,actual_solar_generation,Solar | Actual Aggregated,2026-08-08T07:57:23Z
2026-08-08T07:55:08Z,2026-08-08T09:55:08+0200,d25d8222-109e-42ba-8027-e8348e780c45,2026-07-08T19:45:00Z,2026-07-08T21:45:00+0200,0.514,MW,NL,NL,actual_solar_generation,Solar | Actual Consumption,2026-08-08T07:57:23Z
