collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T00:45:00Z,2026-09-12T02:45:00+0200,29.012,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:00:00Z,2026-09-12T03:00:00+0200,152.855,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:00:00Z,2026-09-12T03:00:00+0200,26.947,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:15:00Z,2026-09-12T03:15:00+0200,166.497,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:15:00Z,2026-09-12T03:15:00+0200,23.756,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:30:00Z,2026-09-12T03:30:00+0200,184.584,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:30:00Z,2026-09-12T03:30:00+0200,21.75,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:45:00Z,2026-09-12T03:45:00+0200,188.661,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T01:45:00Z,2026-09-12T03:45:00+0200,19.436,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:00:00Z,2026-09-12T04:00:00+0200,204.734,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:00:00Z,2026-09-12T04:00:00+0200,20.721,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:15:00Z,2026-09-12T04:15:00+0200,226.156,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:15:00Z,2026-09-12T04:15:00+0200,20.32,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:30:00Z,2026-09-12T04:30:00+0200,227.311,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:30:00Z,2026-09-12T04:30:00+0200,17.273,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:45:00Z,2026-09-12T04:45:00+0200,207.794,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-18T15:08:54Z
2026-09-18T15:06:41Z,2026-09-18T17:06:41+0200,b3d1050f-9904-4b5d-a22f-89043dfece59,2026-09-12T02:45:00Z,2026-09-12T04:45:00+0200,17.501,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-18T15:08:54Z
