collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T16:45:00Z,2026-09-18T18:45:00+0200,3762.78,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T16:45:00Z,2026-09-18T18:45:00+0200,18.794,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:00:00Z,2026-09-18T19:00:00+0200,3755.554,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:00:00Z,2026-09-18T19:00:00+0200,18.773,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:15:00Z,2026-09-18T19:15:00+0200,3776.359,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:15:00Z,2026-09-18T19:15:00+0200,18.71,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:30:00Z,2026-09-18T19:30:00+0200,3806.935,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:30:00Z,2026-09-18T19:30:00+0200,18.739,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:45:00Z,2026-09-18T19:45:00+0200,3827.792,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T17:45:00Z,2026-09-18T19:45:00+0200,18.702,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:00:00Z,2026-09-18T20:00:00+0200,3851.299,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:00:00Z,2026-09-18T20:00:00+0200,18.727,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:15:00Z,2026-09-18T20:15:00+0200,3859.973,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:15:00Z,2026-09-18T20:15:00+0200,18.746,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:30:00Z,2026-09-18T20:30:00+0200,3876.601,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:30:00Z,2026-09-18T20:30:00+0200,18.774,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:45:00Z,2026-09-18T20:45:00+0200,3873.037,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T18:45:00Z,2026-09-18T20:45:00+0200,18.728,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T19:00:00Z,2026-09-18T21:00:00+0200,3879.725,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T19:00:00Z,2026-09-18T21:00:00+0200,18.79,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-25T08:13:55Z
2026-09-25T08:11:45Z,2026-09-25T10:11:45+0200,60336370-3f51-4dfb-aafe-239a13d07fc8,2026-09-18T19:15:00Z,2026-09-18T21:15:00+0200,3878.036,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-25T08:13:55Z
