collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T10:45:00Z,2026-08-31T12:45:00+0200,3306.752,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T10:45:00Z,2026-08-31T12:45:00+0200,1.991,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:00:00Z,2026-08-31T13:00:00+0200,3389.599,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:00:00Z,2026-08-31T13:00:00+0200,7.917,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:15:00Z,2026-08-31T13:15:00+0200,3348.729,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:15:00Z,2026-08-31T13:15:00+0200,17.074,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:30:00Z,2026-08-31T13:30:00+0200,3342.393,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:30:00Z,2026-08-31T13:30:00+0200,15.917,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:45:00Z,2026-08-31T13:45:00+0200,3353.646,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T11:45:00Z,2026-08-31T13:45:00+0200,7.885,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T12:00:00Z,2026-08-31T14:00:00+0200,3621.474,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T12:00:00Z,2026-08-31T14:00:00+0200,12.814,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T12:15:00Z,2026-08-31T14:15:00+0200,3402.038,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T12:15:00Z,2026-08-31T14:15:00+0200,13.52,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T12:30:00Z,2026-08-31T14:30:00+0200,3459.342,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-07T01:06:23Z
2026-09-07T01:04:28Z,2026-09-07T03:04:28+0200,95e0ff57-584a-49a7-9d46-f87b98eb486e,2026-08-31T12:30:00Z,2026-08-31T14:30:00+0200,13.283,MW,NL,NL,actual_offshore_wind_generation,Wind Offshore | Actual Consumption,2026-09-07T01:06:23Z
