collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T12:45:00Z,2026-06-26T14:45:00+0200,172.8,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T13:00:00Z,2026-06-26T15:00:00+0200,149.29,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T13:15:00Z,2026-06-26T15:15:00+0200,93.9,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T13:30:00Z,2026-06-26T15:30:00+0200,87.44,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T13:45:00Z,2026-06-26T15:45:00+0200,84.73,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T14:00:00Z,2026-06-26T16:00:00+0200,93.68,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T14:15:00Z,2026-06-26T16:15:00+0200,173.01,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T14:30:00Z,2026-06-26T16:30:00+0200,213.87,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T14:45:00Z,2026-06-26T16:45:00+0200,206.01,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T15:00:00Z,2026-06-26T17:00:00+0200,190.13,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
2026-07-26T16:02:35Z,2026-07-26T18:02:35+0200,aaf0002e-9c58-4b6e-b241-438d00c24f11,2026-06-26T15:15:00Z,2026-06-26T17:15:00+0200,194.49,MW,FR,FR,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-07-26T16:04:18Z
