collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-07T23:00:00Z,2026-09-08T01:00:00+0200,1806.5875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T00:00:00Z,2026-09-08T02:00:00+0200,1831.395,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T01:00:00Z,2026-09-08T03:00:00+0200,1506.5975,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T02:00:00Z,2026-09-08T04:00:00+0200,1203.6675,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T03:00:00Z,2026-09-08T05:00:00+0200,896.6275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T04:00:00Z,2026-09-08T06:00:00+0200,714.6975,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T05:00:00Z,2026-09-08T07:00:00+0200,599.42,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T06:00:00Z,2026-09-08T08:00:00+0200,700.555,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T07:00:00Z,2026-09-08T09:00:00+0200,606.9525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
2026-09-12T17:07:50Z,2026-09-12T19:07:50+0200,714ec09e-9c02-4268-b943-1d440ed31bbe,2026-09-08T08:00:00Z,2026-09-08T10:00:00+0200,552.41,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-12T17:09:38Z
