collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T16:00:00Z,2026-09-14T18:00:00+0200,849.515,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T17:00:00Z,2026-09-14T19:00:00+0200,921.5375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T18:00:00Z,2026-09-14T20:00:00+0200,776.415,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T19:00:00Z,2026-09-14T21:00:00+0200,655.89,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T20:00:00Z,2026-09-14T22:00:00+0200,572.4375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T21:00:00Z,2026-09-14T23:00:00+0200,403.3125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T22:00:00Z,2026-09-15T00:00:00+0200,257.36025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-14T23:00:00Z,2026-09-15T01:00:00+0200,214.48575,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T00:00:00Z,2026-09-15T02:00:00+0200,214.606,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T01:00:00Z,2026-09-15T03:00:00+0200,339.64525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T02:00:00Z,2026-09-15T04:00:00+0200,431.0175,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T03:00:00Z,2026-09-15T05:00:00+0200,523.37625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T04:00:00Z,2026-09-15T06:00:00+0200,543.41875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T05:00:00Z,2026-09-15T07:00:00+0200,453.23725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T06:00:00Z,2026-09-15T08:00:00+0200,381.3595,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T07:00:00Z,2026-09-15T09:00:00+0200,355.14725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T08:00:00Z,2026-09-15T10:00:00+0200,470.851,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T09:00:00Z,2026-09-15T11:00:00+0200,432.03525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T10:00:00Z,2026-09-15T12:00:00+0200,369.8745,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T11:00:00Z,2026-09-15T13:00:00+0200,519.73125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T12:00:00Z,2026-09-15T14:00:00+0200,768.955,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T13:00:00Z,2026-09-15T15:00:00+0200,999.926,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T14:00:00Z,2026-09-15T16:00:00+0200,817.6555,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T15:00:00Z,2026-09-15T17:00:00+0200,513.621,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T16:00:00Z,2026-09-15T18:00:00+0200,568.6805,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T17:00:00Z,2026-09-15T19:00:00+0200,575.91525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T18:00:00Z,2026-09-15T20:00:00+0200,314.41075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T19:00:00Z,2026-09-15T21:00:00+0200,184.2775,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T20:00:00Z,2026-09-15T22:00:00+0200,175.5785,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T21:00:00Z,2026-09-15T23:00:00+0200,221.311,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T22:00:00Z,2026-09-16T00:00:00+0200,660.93,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-15T23:00:00Z,2026-09-16T01:00:00+0200,900.14,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T00:00:00Z,2026-09-16T02:00:00+0200,773.3625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T01:00:00Z,2026-09-16T03:00:00+0200,640.79,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T02:00:00Z,2026-09-16T04:00:00+0200,556.5525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T03:00:00Z,2026-09-16T05:00:00+0200,409.2075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T04:00:00Z,2026-09-16T06:00:00+0200,371.0225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T05:00:00Z,2026-09-16T07:00:00+0200,502.2225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T06:00:00Z,2026-09-16T08:00:00+0200,667.565,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T07:00:00Z,2026-09-16T09:00:00+0200,496.475,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T08:00:00Z,2026-09-16T10:00:00+0200,423.99,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T09:00:00Z,2026-09-16T11:00:00+0200,434.325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T10:00:00Z,2026-09-16T12:00:00+0200,648.545,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T11:00:00Z,2026-09-16T13:00:00+0200,638.96,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T12:00:00Z,2026-09-16T14:00:00+0200,678.56,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T13:00:00Z,2026-09-16T15:00:00+0200,548.3125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T14:00:00Z,2026-09-16T16:00:00+0200,409.9525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T15:00:00Z,2026-09-16T17:00:00+0200,880.28,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T16:00:00Z,2026-09-16T18:00:00+0200,719.745,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T17:00:00Z,2026-09-16T19:00:00+0200,435.555,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T18:00:00Z,2026-09-16T20:00:00+0200,819.4275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T19:00:00Z,2026-09-16T21:00:00+0200,707.82,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T20:00:00Z,2026-09-16T22:00:00+0200,768.0375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T21:00:00Z,2026-09-16T23:00:00+0200,718.4275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T22:00:00Z,2026-09-17T00:00:00+0200,518.635,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-16T23:00:00Z,2026-09-17T01:00:00+0200,644.6275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T00:00:00Z,2026-09-17T02:00:00+0200,581.3175,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T01:00:00Z,2026-09-17T03:00:00+0200,806.9225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T02:00:00Z,2026-09-17T04:00:00+0200,1421.125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T03:00:00Z,2026-09-17T05:00:00+0200,1716.4,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T04:00:00Z,2026-09-17T06:00:00+0200,1973.635,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T05:00:00Z,2026-09-17T07:00:00+0200,2059.0325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T06:00:00Z,2026-09-17T08:00:00+0200,2041.585,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T07:00:00Z,2026-09-17T09:00:00+0200,1885.72,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T08:00:00Z,2026-09-17T10:00:00+0200,1909.435,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T09:00:00Z,2026-09-17T11:00:00+0200,1736.425,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T10:00:00Z,2026-09-17T12:00:00+0200,1954.815,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T11:00:00Z,2026-09-17T13:00:00+0200,2134.2675,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T12:00:00Z,2026-09-17T14:00:00+0200,1974.1225,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T13:00:00Z,2026-09-17T15:00:00+0200,1559.13,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T14:00:00Z,2026-09-17T16:00:00+0200,1344.875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T15:00:00Z,2026-09-17T17:00:00+0200,1322.2925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T16:00:00Z,2026-09-17T18:00:00+0200,1165.4275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
2026-09-20T20:36:27Z,2026-09-20T22:36:27+0200,da12ecb5-2002-408e-9166-9fec8aba33f6,2026-09-17T17:00:00Z,2026-09-17T19:00:00+0200,632.0525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-20T20:38:37Z
