collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T16:00:00Z,2026-09-14T18:00:00+0200,849.515,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T17:00:00Z,2026-09-14T19:00:00+0200,921.5375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T18:00:00Z,2026-09-14T20:00:00+0200,776.415,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T19:00:00Z,2026-09-14T21:00:00+0200,655.89,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T20:00:00Z,2026-09-14T22:00:00+0200,572.4375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T21:00:00Z,2026-09-14T23:00:00+0200,403.3125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T22:00:00Z,2026-09-15T00:00:00+0200,257.36025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-14T23:00:00Z,2026-09-15T01:00:00+0200,214.48575,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T00:00:00Z,2026-09-15T02:00:00+0200,214.606,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T01:00:00Z,2026-09-15T03:00:00+0200,339.64525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T02:00:00Z,2026-09-15T04:00:00+0200,431.0175,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T03:00:00Z,2026-09-15T05:00:00+0200,523.37625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T04:00:00Z,2026-09-15T06:00:00+0200,543.41875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T05:00:00Z,2026-09-15T07:00:00+0200,453.23725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T06:00:00Z,2026-09-15T08:00:00+0200,381.3595,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T07:00:00Z,2026-09-15T09:00:00+0200,355.14725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T08:00:00Z,2026-09-15T10:00:00+0200,470.851,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T09:00:00Z,2026-09-15T11:00:00+0200,432.03525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T10:00:00Z,2026-09-15T12:00:00+0200,369.8745,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T11:00:00Z,2026-09-15T13:00:00+0200,519.73125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T12:00:00Z,2026-09-15T14:00:00+0200,768.955,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T13:00:00Z,2026-09-15T15:00:00+0200,999.926,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T14:00:00Z,2026-09-15T16:00:00+0200,817.6555,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
2026-09-19T20:35:10Z,2026-09-19T22:35:10+0200,cf763902-fc8f-4ff7-96e6-9004fadfaf6d,2026-09-15T15:00:00Z,2026-09-15T17:00:00+0200,513.621,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-19T20:37:31Z
