collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T15:00:00Z,2026-09-06T17:00:00+0200,4.618,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T16:00:00Z,2026-09-06T18:00:00+0200,11.57825,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T17:00:00Z,2026-09-06T19:00:00+0200,50.2155,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T18:00:00Z,2026-09-06T20:00:00+0200,157.98125,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T19:00:00Z,2026-09-06T21:00:00+0200,332.8655,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T20:00:00Z,2026-09-06T22:00:00+0200,310.95525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T21:00:00Z,2026-09-06T23:00:00+0200,380.32,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T22:00:00Z,2026-09-07T00:00:00+0200,387.29525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-06T23:00:00Z,2026-09-07T01:00:00+0200,633.28475,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T00:00:00Z,2026-09-07T02:00:00+0200,606.77925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T01:00:00Z,2026-09-07T03:00:00+0200,480.30475,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T02:00:00Z,2026-09-07T04:00:00+0200,458.76475,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T03:00:00Z,2026-09-07T05:00:00+0200,530.8785,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T04:00:00Z,2026-09-07T06:00:00+0200,392.27725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T05:00:00Z,2026-09-07T07:00:00+0200,337.80575,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T06:00:00Z,2026-09-07T08:00:00+0200,362.48575,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T07:00:00Z,2026-09-07T09:00:00+0200,442.96325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T08:00:00Z,2026-09-07T10:00:00+0200,494.124,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T09:00:00Z,2026-09-07T11:00:00+0200,979.797,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T10:00:00Z,2026-09-07T12:00:00+0200,1082.44725,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T11:00:00Z,2026-09-07T13:00:00+0200,924.5645,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T12:00:00Z,2026-09-07T14:00:00+0200,1211.133,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T15:00:00Z,2026-09-07T17:00:00+0200,2027.1885,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T16:00:00Z,2026-09-07T18:00:00+0200,2022.69625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T17:00:00Z,2026-09-07T19:00:00+0200,2004.35325,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T18:00:00Z,2026-09-07T20:00:00+0200,2028.88375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T19:00:00Z,2026-09-07T21:00:00+0200,2046.78875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T20:00:00Z,2026-09-07T22:00:00+0200,1994.229,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T21:00:00Z,2026-09-07T23:00:00+0200,2051.86375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T22:00:00Z,2026-09-08T00:00:00+0200,2070.473,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-07T23:00:00Z,2026-09-08T01:00:00+0200,1807.85075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T00:00:00Z,2026-09-08T02:00:00+0200,1828.909,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T01:00:00Z,2026-09-08T03:00:00+0200,1507.4215,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T02:00:00Z,2026-09-08T04:00:00+0200,1205.366,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T03:00:00Z,2026-09-08T05:00:00+0200,893.91075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T04:00:00Z,2026-09-08T06:00:00+0200,714.60275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T05:00:00Z,2026-09-08T07:00:00+0200,597.01925,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T06:00:00Z,2026-09-08T08:00:00+0200,699.2495,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T07:00:00Z,2026-09-08T09:00:00+0200,604.00075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T08:00:00Z,2026-09-08T10:00:00+0200,548.48575,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T09:00:00Z,2026-09-08T11:00:00+0200,457.34875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T10:00:00Z,2026-09-08T12:00:00+0200,253.4625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T11:00:00Z,2026-09-08T13:00:00+0200,127.6875,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T12:00:00Z,2026-09-08T14:00:00+0200,299.784,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T13:00:00Z,2026-09-08T15:00:00+0200,337.72775,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T14:00:00Z,2026-09-08T16:00:00+0200,34.41075,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T15:00:00Z,2026-09-08T17:00:00+0200,2.432,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T16:00:00Z,2026-09-08T18:00:00+0200,695.24625,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T17:00:00Z,2026-09-08T19:00:00+0200,1356.21275,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T18:00:00Z,2026-09-08T20:00:00+0200,1707.147,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T19:00:00Z,2026-09-08T21:00:00+0200,1828.5375,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T20:00:00Z,2026-09-08T22:00:00+0200,1959.60025,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T21:00:00Z,2026-09-08T23:00:00+0200,2040.328,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
2026-09-09T20:55:11Z,2026-09-09T22:55:11+0200,54c4c2f3-6b93-40fc-9c0e-70660e48fd34,2026-09-08T22:00:00Z,2026-09-09T00:00:00+0200,2096.17525,MW,BE,BE,actual_offshore_wind_generation,Wind Offshore | Actual Aggregated,2026-09-09T20:59:13Z
