collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T13:15:00Z,2026-09-17T15:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T13:30:00Z,2026-09-17T15:30:00+0200,733.881,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T13:30:00Z,2026-09-17T15:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T13:45:00Z,2026-09-17T15:45:00+0200,749.115,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T13:45:00Z,2026-09-17T15:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:00:00Z,2026-09-17T16:00:00+0200,749.272,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:00:00Z,2026-09-17T16:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:15:00Z,2026-09-17T16:15:00+0200,740.636,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:15:00Z,2026-09-17T16:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:30:00Z,2026-09-17T16:30:00+0200,703.664,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:30:00Z,2026-09-17T16:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:45:00Z,2026-09-17T16:45:00+0200,740.365,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T14:45:00Z,2026-09-17T16:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:00:00Z,2026-09-17T17:00:00+0200,733.946,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:00:00Z,2026-09-17T17:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:15:00Z,2026-09-17T17:15:00+0200,714.94,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:15:00Z,2026-09-17T17:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:30:00Z,2026-09-17T17:30:00+0200,666.429,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:30:00Z,2026-09-17T17:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:45:00Z,2026-09-17T17:45:00+0200,739.76,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T15:45:00Z,2026-09-17T17:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:00:00Z,2026-09-17T18:00:00+0200,770.824,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:00:00Z,2026-09-17T18:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:15:00Z,2026-09-17T18:15:00+0200,745.756,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:15:00Z,2026-09-17T18:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:30:00Z,2026-09-17T18:30:00+0200,633.247,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:30:00Z,2026-09-17T18:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:45:00Z,2026-09-17T18:45:00+0200,622.8,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-24T05:53:19Z
2026-09-24T05:51:53Z,2026-09-24T07:51:53+0200,733d722e-e2ee-473e-8cf7-a69f5f5b94b8,2026-09-17T16:45:00Z,2026-09-17T18:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-24T05:53:19Z
