collection_time_utc,collection_time_local,run_id,timestamp_utc,timestamp_local,value,unit,country,entsoe_area,variable,source,updated_at_utc
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T18:30:00Z,2026-09-04T20:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T18:45:00Z,2026-09-04T20:45:00+0200,859.978,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T18:45:00Z,2026-09-04T20:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:00:00Z,2026-09-04T21:00:00+0200,849.202,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:00:00Z,2026-09-04T21:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:15:00Z,2026-09-04T21:15:00+0200,851.101,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:15:00Z,2026-09-04T21:15:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:30:00Z,2026-09-04T21:30:00+0200,840.471,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:30:00Z,2026-09-04T21:30:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:45:00Z,2026-09-04T21:45:00+0200,821.716,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T19:45:00Z,2026-09-04T21:45:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T20:00:00Z,2026-09-04T22:00:00+0200,845.871,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Aggregated,2026-09-11T08:14:26Z
2026-09-11T08:13:10Z,2026-09-11T10:13:10+0200,d19474e1-1544-4774-9d44-56463560cae1,2026-09-04T20:00:00Z,2026-09-04T22:00:00+0200,0.0,MW,NL,NL,actual_onshore_wind_generation,Wind Onshore | Actual Consumption,2026-09-11T08:14:26Z
